JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
VTE|Ventes|VT00149|20260513|445710|TVA collectée|||FA-2026-05C004|20260513|Facture Atelier Rivaud|0,00|3476,00|||20260513||
BQ|Banque|BQ00172|20260515|635000|Impôts et taxes||||20260515|Taxes assises sur les salaires|900,00|0,00|||20260515||
BQ|Banque|BQ00172|20260515|512000|Banque||||20260515|Taxes assises sur les salaires|0,00|900,00|||20260515||
VTE|Ventes|VT00151|20260516|411000|Clients|C005|Solutions Bertholet|FA-2026-05C005|20260516|Facture Solutions Bertholet|17064,00|0,00|LVT00151|20260625|20260516||
VTE|Ventes|VT00151|20260516|706000|Prestations de services|||FA-2026-05C005|20260516|Facture Solutions Bertholet|0,00|14220,00|||20260516||
VTE|Ventes|VT00151|20260516|445710|TVA collectée|||FA-2026-05C005|20260516|Facture Solutions Bertholet|0,00|2844,00|||20260516||
BQ|Banque|BQ00131|20260517|401000|Fournisseurs|F004|Transports Vialle|FF-2026-04F004|20260517|Règlement Transports Vialle|9828,00|0,00|LAC00130|20260517|20260517||
BQ|Banque|BQ00131|20260517|512000|Banque|||FF-2026-04F004|20260517|Règlement Transports Vialle|0,00|9828,00|||20260517||
ACH|Achats|AC00165|20260517|601000|Achats de matières premières|||FF-2026-05F004|20260517|Facture Transports Vialle|8450,00|0,00|||20260517||
ACH|Achats|AC00165|20260517|445660|TVA déductible|||FF-2026-05F004|20260517|Facture Transports Vialle|1690,00|0,00|||20260517||
ACH|Achats|AC00165|20260517|401000|Fournisseurs|F004|Transports Vialle|FF-2026-05F004|20260517|Facture Transports Vialle|0,00|10140,00|LAC00165|20260616|20260517||
VTE|Ventes|VT00153|20260519|411000|Clients|C006|Charpentes Ozanne|FA-2026-05C006|20260519|Facture Charpentes Ozanne|15168,00|0,00|LVT00153|20260713|20260519||
VTE|Ventes|VT00153|20260519|706000|Prestations de services|||FA-2026-05C006|20260519|Facture Charpentes Ozanne|0,00|12640,00|||20260519||
VTE|Ventes|VT00153|20260519|445710|TVA collectée|||FA-2026-05C006|20260519|Facture Charpentes Ozanne|0,00|2528,00|||20260519||
BQ|Banque|BQ00123|20260520|512000|Banque|||FA-2026-04C008|20260520|Règlement Diffusion Nadaud|9120,00|0,00|||20260520||
BQ|Banque|BQ00123|20260520|411000|Clients|C008|Diffusion Nadaud|FA-2026-04C008|20260520|Règlement Diffusion Nadaud|0,00|9120,00|LVT00122|20260520|20260520||
BQ|Banque|BQ00125|20260520|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-04F001|20260520|Règlement Aciers Delmas|25704,00|0,00|LAC00124|20260520|20260520||
BQ|Banque|BQ00125|20260520|512000|Banque|||FF-2026-04F001|20260520|Règlement Aciers Delmas|0,00|25704,00|||20260520||
BQ|Banque|BQ00133|20260521|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-04F005|20260521|Règlement Énergie Cévennes|8316,00|0,00|LAC00132|20260521|20260521||
BQ|Banque|BQ00133|20260521|512000|Banque|||FF-2026-04F005|20260521|Règlement Énergie Cévennes|0,00|8316,00|||20260521||
ACH|Achats|AC00167|20260521|601000|Achats de matières premières|||FF-2026-05F005|20260521|Facture Énergie Cévennes|7150,00|0,00|||20260521||
ACH|Achats|AC00167|20260521|445660|TVA déductible|||FF-2026-05F005|20260521|Facture Énergie Cévennes|1430,00|0,00|||20260521||
ACH|Achats|AC00167|20260521|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-05F005|20260521|Facture Énergie Cévennes|0,00|8580,00|LAC00167|20260620|20260521||
VTE|Ventes|VT00155|20260522|411000|Clients|C007|Escaliers Mory|FA-2026-05C007|20260522|Facture Escaliers Mory|13272,00|0,00|LVT00155|20260626|20260522||
VTE|Ventes|VT00155|20260522|706000|Prestations de services|||FA-2026-05C007|20260522|Facture Escaliers Mory|0,00|11060,00|||20260522||
VTE|Ventes|VT00155|20260522|445710|TVA collectée|||FA-2026-05C007|20260522|Facture Escaliers Mory|0,00|2212,00|||20260522||
BQ|Banque|BQ00113|20260525|512000|Banque|||FA-2026-04C003|20260525|Règlement Menuiseries Lafon|25536,00|0,00|||20260525||
BQ|Banque|BQ00113|20260525|411000|Clients|C003|Menuiseries Lafon|FA-2026-04C003|20260525|Règlement Menuiseries Lafon|0,00|25536,00|LVT00112|20260525|20260525||
VTE|Ventes|VT00157|20260525|411000|Clients|C008|Diffusion Nadaud|FA-2026-05C008|20260525|Facture Diffusion Nadaud|9480,00|0,00|LVT00157|20260619|20260525||
VTE|Ventes|VT00157|20260525|706000|Prestations de services|||FA-2026-05C008|20260525|Facture Diffusion Nadaud|0,00|7900,00|||20260525||
VTE|Ventes|VT00157|20260525|445710|TVA collectée|||FA-2026-05C008|20260525|Facture Diffusion Nadaud|0,00|1580,00|||20260525||
BQ|Banque|BQ00117|20260526|512000|Banque|||FA-2026-04C005|20260526|Règlement Solutions Bertholet|16416,00|0,00|||20260526||
BQ|Banque|BQ00117|20260526|411000|Clients|C005|Solutions Bertholet|FA-2026-04C005|20260526|Règlement Solutions Bertholet|0,00|16416,00|LVT00116|20260526|20260526||
BQ|Banque|BQ00121|20260527|512000|Banque|||FA-2026-04C007|20260527|Règlement Escaliers Mory|12768,00|0,00|||20260527||
BQ|Banque|BQ00121|20260527|411000|Clients|C007|Escaliers Mory|FA-2026-04C007|20260527|Règlement Escaliers Mory|0,00|12768,00|LVT00120|20260527|20260527||
OD|Opérations diverses|OD00170|20260528|641000|Rémunérations du personnel||||20260528|Salaires du mois|28000,00|0,00|||20260528||
OD|Opérations diverses|OD00170|20260528|645000|Charges de sécurité sociale||||20260528|Charges sociales|11000,00|0,00|||20260528||
OD|Opérations diverses|OD00170|20260528|421000|Personnel — rémunérations dues||||20260528|Salaires du mois|0,00|28000,00|||20260528||
OD|Opérations diverses|OD00170|20260528|431000|Sécurité sociale||||20260528|Charges sociales|0,00|11000,00|||20260528||
BQ|Banque|BQ00171|20260528|421000|Personnel — rémunérations dues||||20260528|Virement des salaires|28000,00|0,00|||20260528||
BQ|Banque|BQ00171|20260528|431000|Sécurité sociale||||20260528|Versement des cotisations|11000,00|0,00|||20260528||
BQ|Banque|BQ00171|20260528|512000|Banque||||20260528|Paie du mois|0,00|39000,00|||20260528||
OD|Opérations diverses|OD00174|20260531|681100|Dotations aux amortissements||||20260531|Dotation du mois|2500,00|0,00|||20260531||
OD|Opérations diverses|OD00174|20260531|281500|Amortissements du matériel industriel||||20260531|Dotation du mois|0,00|2500,00|||20260531||
OD|Opérations diverses|OD00175|20260531|695000|Impôts sur les bénéfices||||20260531|Impôt sur les sociétés|2400,00|0,00|||20260531||
OD|Opérations diverses|OD00175|20260531|444000|État — impôt sur les bénéfices||||20260531|Impôt sur les sociétés|0,00|2400,00|||20260531||
BQ|Banque|BQ00176|20260531|444000|État — impôt sur les bénéfices||||20260531|Acompte d'impôt sur les sociétés|2400,00|0,00|||20260531||
BQ|Banque|BQ00176|20260531|512000|Banque||||20260531|Acompte d'impôt sur les sociétés|0,00|2400,00|||20260531||
OD|Opérations diverses|OD00177|20260531|445710|TVA collectée||||20260531|Déclaration de TVA|31600,00|0,00|||20260531||
OD|Opérations diverses|OD00177|20260531|445660|TVA déductible||||20260531|Déclaration de TVA|0,00|14260,00|||20260531||
OD|Opérations diverses|OD00177|20260531|512000|Banque||||20260531|Règlement de TVA|0,00|17340,00|||20260531||
VTE|Ventes|VT00178|20260604|411000|Clients|C001|Constructions Vallier|FA-2026-06C001|20260604|Facture Constructions Vallier|52812,00|0,00|LVT00178|20260907|20260604||
VTE|Ventes|VT00178|20260604|706000|Prestations de services|||FA-2026-06C001|20260604|Facture Constructions Vallier|0,00|44010,00|||20260604||
VTE|Ventes|VT00178|20260604|445710|TVA collectée|||FA-2026-06C001|20260604|Facture Constructions Vallier|0,00|8802,00|||20260604||
ACH|Achats|AC00194|20260605|601000|Achats de matières premières|||FF-2026-06F001|20260605|Facture Aciers Delmas|22780,00|0,00|||20260605||
ACH|Achats|AC00194|20260605|445660|TVA déductible|||FF-2026-06F001|20260605|Facture Aciers Delmas|4556,00|0,00|||20260605||
ACH|Achats|AC00194|20260605|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-06F001|20260605|Facture Aciers Delmas|0,00|27336,00|LAC00194|20260720|20260605||
ACH|Achats|AC00204|20260605|613000|Locations||||20260605|Loyer de l'atelier|4500,00|0,00|||20260605||
ACH|Achats|AC00204|20260605|626000|Frais postaux et télécommunications||||20260605|Frais généraux|1800,00|0,00|||20260605||
ACH|Achats|AC00204|20260605|445660|TVA déductible||||20260605|Loyer et frais généraux|1260,00|0,00|||20260605||
ACH|Achats|AC00204|20260605|512000|Banque||||20260605|Loyer et frais généraux|0,00|7560,00|||20260605||
BQ|Banque|BQ00208|20260605|661000|Charges d'intérêts||||20260605|Intérêts de l'emprunt|320,00|0,00|||20260605||
BQ|Banque|BQ00208|20260605|164000|Emprunts auprès des établissements de crédit||||20260605|Amortissement de l'emprunt|1800,00|0,00|||20260605||
BQ|Banque|BQ00208|20260605|512000|Banque||||20260605|Échéance d'emprunt|0,00|2120,00|||20260605||
BQ|Banque|BQ00074|20260607|512000|Banque|||FA-2026-03C001|20260607|Règlement Constructions Vallier|47304,00|0,00|||20260607||
BQ|Banque|BQ00074|20260607|411000|Clients|C001|Constructions Vallier|FA-2026-03C001|20260607|Règlement Constructions Vallier|0,00|47304,00|LVT00073|20260607|20260607||
BQ|Banque|BQ00162|20260607|401000|Fournisseurs|F002|Bois du Forez|FF-2026-05F002|20260607|Règlement Bois du Forez|18720,00|0,00|LAC00161|20260607|20260607||
BQ|Banque|BQ00162|20260607|512000|Banque|||FF-2026-05F002|20260607|Règlement Bois du Forez|0,00|18720,00|||20260607||
VTE|Ventes|VT00180|20260607|411000|Clients|C002|Groupe Ambert|FA-2026-06C002|20260607|Facture Groupe Ambert|37164,00|0,00|LVT00180|20260808|20260607||
VTE|Ventes|VT00180|20260607|706000|Prestations de services|||FA-2026-06C002|20260607|Facture Groupe Ambert|0,00|30970,00|||20260607||
VTE|Ventes|VT00180|20260607|445710|TVA collectée|||FA-2026-06C002|20260607|Facture Groupe Ambert|0,00|6194,00|||20260607||
BQ|Banque|BQ00111|20260608|512000|Banque|||FA-2026-04C002|20260608|Règlement Groupe Ambert|34656,00|0,00|||20260608||
BQ|Banque|BQ00111|20260608|411000|Clients|C002|Groupe Ambert|FA-2026-04C002|20260608|Règlement Groupe Ambert|0,00|34656,00|LVT00110|20260608|20260608||
ACH|Achats|AC00196|20260608|601000|Achats de matières premières|||FF-2026-06F002|20260608|Facture Bois du Forez|16080,00|0,00|||20260608||
ACH|Achats|AC00196|20260608|445660|TVA déductible|||FF-2026-06F002|20260608|Facture Bois du Forez|3216,00|0,00|||20260608||
ACH|Achats|AC00196|20260608|401000|Fournisseurs|F002|Bois du Forez|FF-2026-06F002|20260608|Facture Bois du Forez|0,00|19296,00|LAC00196|20260708|20260608||
VTE|Ventes|VT00182|20260610|411000|Clients|C003|Menuiseries Lafon|FA-2026-06C003|20260610|Facture Menuiseries Lafon|27384,00|0,00|LVT00182|20260725|20260610||
VTE|Ventes|VT00182|20260610|706000|Prestations de services|||FA-2026-06C003|20260610|Facture Menuiseries Lafon|0,00|22820,00|||20260610||
VTE|Ventes|VT00182|20260610|445710|TVA collectée|||FA-2026-06C003|20260610|Facture Menuiseries Lafon|0,00|4564,00|||20260610||
BQ|Banque|BQ00129|20260611|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-04F003|20260611|Règlement Quincaillerie Pons|13608,00|0,00|LAC00128|20260611|20260611||
BQ|Banque|BQ00129|20260611|512000|Banque|||FF-2026-04F003|20260611|Règlement Quincaillerie Pons|0,00|13608,00|||20260611||
BQ|Banque|BQ00150|20260612|512000|Banque|||FA-2026-05C004|20260612|Règlement Atelier Rivaud|20856,00|0,00|||20260612||
BQ|Banque|BQ00150|20260612|411000|Clients|C004|Atelier Rivaud|FA-2026-05C004|20260612|Règlement Atelier Rivaud|0,00|20856,00|LVT00149|20260612|20260612||
ACH|Achats|AC00198|20260612|601000|Achats de matières premières|||FF-2026-06F003|20260612|Facture Quincaillerie Pons|12060,00|0,00|||20260612||
ACH|Achats|AC00198|20260612|445660|TVA déductible|||FF-2026-06F003|20260612|Facture Quincaillerie Pons|2412,00|0,00|||20260612||
ACH|Achats|AC00198|20260612|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-06F003|20260612|Facture Quincaillerie Pons|0,00|14472,00|LAC00198|20260811|20260612||
BQ|Banque|BQ00119|20260613|512000|Banque|||FA-2026-04C006|20260613|Règlement Charpentes Ozanne|14592,00|0,00|||20260613||
BQ|Banque|BQ00119|20260613|411000|Clients|C006|Charpentes Ozanne|FA-2026-04C006|20260613|Règlement Charpentes Ozanne|0,00|14592,00|LVT00118|20260613|20260613||
VTE|Ventes|VT00184|20260613|411000|Clients|C004|Atelier Rivaud|FA-2026-06C004|20260613|Facture Atelier Rivaud|21516,00|0,00|LVT00184|20260713|20260613||
VTE|Ventes|VT00184|20260613|706000|Prestations de services|||FA-2026-06C004|20260613|Facture Atelier Rivaud|0,00|17930,00|||20260613||
VTE|Ventes|VT00184|20260613|445710|TVA collectée|||FA-2026-06C004|20260613|Facture Atelier Rivaud|0,00|3586,00|||20260613||
BQ|Banque|BQ00207|20260615|635000|Impôts et taxes||||20260615|Taxes assises sur les salaires|900,00|0,00|||20260615||
BQ|Banque|BQ00207|20260615|512000|Banque||||20260615|Taxes assises sur les salaires|0,00|900,00|||20260615||
BQ|Banque|BQ00166|20260616|401000|Fournisseurs|F004|Transports Vialle|FF-2026-05F004|20260616|Règlement Transports Vialle|10140,00|0,00|LAC00165|20260616|20260616||
BQ|Banque|BQ00166|20260616|512000|Banque|||FF-2026-05F004|20260616|Règlement Transports Vialle|0,00|10140,00|||20260616||
VTE|Ventes|VT00186|20260616|411000|Clients|C005|Solutions Bertholet|FA-2026-06C005|20260616|Facture Solutions Bertholet|17604,00|0,00|LVT00186|20260726|20260616||
VTE|Ventes|VT00186|20260616|706000|Prestations de services|||FA-2026-06C005|20260616|Facture Solutions Bertholet|0,00|14670,00|||20260616||
VTE|Ventes|VT00186|20260616|445710|TVA collectée|||FA-2026-06C005|20260616|Facture Solutions Bertholet|0,00|2934,00|||20260616||
ACH|Achats|AC00200|20260617|601000|Achats de matières premières|||FF-2026-06F004|20260617|Facture Transports Vialle|8710,00|0,00|||20260617||
ACH|Achats|AC00200|20260617|445660|TVA déductible|||FF-2026-06F004|20260617|Facture Transports Vialle|1742,00|0,00|||20260617||
ACH|Achats|AC00200|20260617|401000|Fournisseurs|F004|Transports Vialle|FF-2026-06F004|20260617|Facture Transports Vialle|0,00|10452,00|LAC00200|20260717|20260617||
BQ|Banque|BQ00158|20260619|512000|Banque|||FA-2026-05C008|20260619|Règlement Diffusion Nadaud|9480,00|0,00|||20260619||
BQ|Banque|BQ00158|20260619|411000|Clients|C008|Diffusion Nadaud|FA-2026-05C008|20260619|Règlement Diffusion Nadaud|0,00|9480,00|LVT00157|20260619|20260619||
BQ|Banque|BQ00160|20260619|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-05F001|20260619|Règlement Aciers Delmas|26520,00|0,00|LAC00159|20260619|20260619||
BQ|Banque|BQ00160|20260619|512000|Banque|||FF-2026-05F001|20260619|Règlement Aciers Delmas|0,00|26520,00|||20260619||
VTE|Ventes|VT00188|20260619|411000|Clients|C006|Charpentes Ozanne|FA-2026-06C006|20260619|Facture Charpentes Ozanne|15648,00|0,00|LVT00188|20260813|20260619||
VTE|Ventes|VT00188|20260619|706000|Prestations de services|||FA-2026-06C006|20260619|Facture Charpentes Ozanne|0,00|13040,00|||20260619||
VTE|Ventes|VT00188|20260619|445710|TVA collectée|||FA-2026-06C006|20260619|Facture Charpentes Ozanne|0,00|2608,00|||20260619||
BQ|Banque|BQ00168|20260620|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-05F005|20260620|Règlement Énergie Cévennes|8580,00|0,00|LAC00167|20260620|20260620||
BQ|Banque|BQ00168|20260620|512000|Banque|||FF-2026-05F005|20260620|Règlement Énergie Cévennes|0,00|8580,00|||20260620||
ACH|Achats|AC00202|20260621|601000|Achats de matières premières|||FF-2026-06F005|20260621|Facture Énergie Cévennes|7370,00|0,00|||20260621||
ACH|Achats|AC00202|20260621|445660|TVA déductible|||FF-2026-06F005|20260621|Facture Énergie Cévennes|1474,00|0,00|||20260621||
ACH|Achats|AC00202|20260621|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-06F005|20260621|Facture Énergie Cévennes|0,00|8844,00|LAC00202|20260721|20260621||
VTE|Ventes|VT00190|20260622|411000|Clients|C007|Escaliers Mory|FA-2026-06C007|20260622|Facture Escaliers Mory|13692,00|0,00|LVT00190|20260727|20260622||
VTE|Ventes|VT00190|20260622|706000|Prestations de services|||FA-2026-06C007|20260622|Facture Escaliers Mory|0,00|11410,00|||20260622||
VTE|Ventes|VT00190|20260622|445710|TVA collectée|||FA-2026-06C007|20260622|Facture Escaliers Mory|0,00|2282,00|||20260622||
BQ|Banque|BQ00148|20260624|512000|Banque|||FA-2026-05C003|20260624|Règlement Menuiseries Lafon|26544,00|0,00|||20260624||
BQ|Banque|BQ00148|20260624|411000|Clients|C003|Menuiseries Lafon|FA-2026-05C003|20260624|Règlement Menuiseries Lafon|0,00|26544,00|LVT00147|20260624|20260624||
BQ|Banque|BQ00152|20260625|512000|Banque|||FA-2026-05C005|20260625|Règlement Solutions Bertholet|17064,00|0,00|||20260625||
BQ|Banque|BQ00152|20260625|411000|Clients|C005|Solutions Bertholet|FA-2026-05C005|20260625|Règlement Solutions Bertholet|0,00|17064,00|LVT00151|20260625|20260625||
VTE|Ventes|VT00192|20260625|411000|Clients|C008|Diffusion Nadaud|FA-2026-06C008|20260625|Facture Diffusion Nadaud|9780,00|0,00|LVT00192|20260720|20260625||
VTE|Ventes|VT00192|20260625|706000|Prestations de services|||FA-2026-06C008|20260625|Facture Diffusion Nadaud|0,00|8150,00|||20260625||
VTE|Ventes|VT00192|20260625|445710|TVA collectée|||FA-2026-06C008|20260625|Facture Diffusion Nadaud|0,00|1630,00|||20260625||
BQ|Banque|BQ00156|20260626|512000|Banque|||FA-2026-05C007|20260626|Règlement Escaliers Mory|13272,00|0,00|||20260626||
BQ|Banque|BQ00156|20260626|411000|Clients|C007|Escaliers Mory|FA-2026-05C007|20260626|Règlement Escaliers Mory|0,00|13272,00|LVT00155|20260626|20260626||
OD|Opérations diverses|OD00205|20260628|641000|Rémunérations du personnel||||20260628|Salaires du mois|28000,00|0,00|||20260628||
OD|Opérations diverses|OD00205|20260628|645000|Charges de sécurité sociale||||20260628|Charges sociales|11000,00|0,00|||20260628||
OD|Opérations diverses|OD00205|20260628|421000|Personnel — rémunérations dues||||20260628|Salaires du mois|0,00|28000,00|||20260628||
OD|Opérations diverses|OD00205|20260628|431000|Sécurité sociale||||20260628|Charges sociales|0,00|11000,00|||20260628||
BQ|Banque|BQ00206|20260628|421000|Personnel — rémunérations dues||||20260628|Virement des salaires|28000,00|0,00|||20260628||
BQ|Banque|BQ00206|20260628|431000|Sécurité sociale||||20260628|Versement des cotisations|11000,00|0,00|||20260628||
BQ|Banque|BQ00206|20260628|512000|Banque||||20260628|Paie du mois|0,00|39000,00|||20260628||
OD|Opérations diverses|OD00209|20260630|681100|Dotations aux amortissements||||20260630|Dotation du mois|2500,00|0,00|||20260630||
OD|Opérations diverses|OD00209|20260630|281500|Amortissements du matériel industriel||||20260630|Dotation du mois|0,00|2500,00|||20260630||
OD|Opérations diverses|OD00210|20260630|695000|Impôts sur les bénéfices||||20260630|Impôt sur les sociétés|2400,00|0,00|||20260630||
OD|Opérations diverses|OD00210|20260630|444000|État — impôt sur les bénéfices||||20260630|Impôt sur les sociétés|0,00|2400,00|||20260630||
BQ|Banque|BQ00211|20260630|444000|État — impôt sur les bénéfices||||20260630|Acompte d'impôt sur les sociétés|2400,00|0,00|||20260630||
BQ|Banque|BQ00211|20260630|512000|Banque||||20260630|Acompte d'impôt sur les sociétés|0,00|2400,00|||20260630||
OD|Opérations diverses|OD00212|20260630|445710|TVA collectée||||20260630|Déclaration de TVA|32600,00|0,00|||20260630||
OD|Opérations diverses|OD00212|20260630|445660|TVA déductible||||20260630|Déclaration de TVA|0,00|14660,00|||20260630||
OD|Opérations diverses|OD00212|20260630|512000|Banque||||20260630|Règlement de TVA|0,00|17940,00|||20260630||
VTE|Ventes|VT00213|20260704|411000|Clients|C001|Constructions Vallier|FA-2026-07C001|20260704|Facture Constructions Vallier|45684,00|0,00|LVT00213|20261007|20260704||
VTE|Ventes|VT00213|20260704|706000|Prestations de services|||FA-2026-07C001|20260704|Facture Constructions Vallier|0,00|38070,00|||20260704||
VTE|Ventes|VT00213|20260704|445710|TVA collectée|||FA-2026-07C001|20260704|Facture Constructions Vallier|0,00|7614,00|||20260704||
ACH|Achats|AC00229|20260705|601000|Achats de matières premières|||FF-2026-07F001|20260705|Facture Aciers Delmas|19720,00|0,00|||20260705||
ACH|Achats|AC00229|20260705|445660|TVA déductible|||FF-2026-07F001|20260705|Facture Aciers Delmas|3944,00|0,00|||20260705||
ACH|Achats|AC00229|20260705|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-07F001|20260705|Facture Aciers Delmas|0,00|23664,00|LAC00229|20260819|20260705||
ACH|Achats|AC00239|20260705|613000|Locations||||20260705|Loyer de l'atelier|4500,00|0,00|||20260705||
ACH|Achats|AC00239|20260705|626000|Frais postaux et télécommunications||||20260705|Frais généraux|1800,00|0,00|||20260705||
ACH|Achats|AC00239|20260705|445660|TVA déductible||||20260705|Loyer et frais généraux|1260,00|0,00|||20260705||
ACH|Achats|AC00239|20260705|512000|Banque||||20260705|Loyer et frais généraux|0,00|7560,00|||20260705||
BQ|Banque|BQ00243|20260705|661000|Charges d'intérêts||||20260705|Intérêts de l'emprunt|320,00|0,00|||20260705||
BQ|Banque|BQ00243|20260705|164000|Emprunts auprès des établissements de crédit||||20260705|Amortissement de l'emprunt|1800,00|0,00|||20260705||
BQ|Banque|BQ00243|20260705|512000|Banque||||20260705|Échéance d'emprunt|0,00|2120,00|||20260705||
VTE|Ventes|VT00215|20260707|411000|Clients|C002|Groupe Ambert|FA-2026-07C002|20260707|Facture Groupe Ambert|32148,00|0,00|LVT00215|20260907|20260707||
VTE|Ventes|VT00215|20260707|706000|Prestations de services|||FA-2026-07C002|20260707|Facture Groupe Ambert|0,00|26790,00|||20260707||
VTE|Ventes|VT00215|20260707|445710|TVA collectée|||FA-2026-07C002|20260707|Facture Groupe Ambert|0,00|5358,00|||20260707||
BQ|Banque|BQ00109|20260708|512000|Banque|||FA-2026-04C001|20260708|Règlement Constructions Vallier|49248,00|0,00|||20260708||
BQ|Banque|BQ00109|20260708|411000|Clients|C001|Constructions Vallier|FA-2026-04C001|20260708|Règlement Constructions Vallier|0,00|49248,00|LVT00108|20260708|20260708||
BQ|Banque|BQ00146|20260708|512000|Banque|||FA-2026-05C002|20260708|Règlement Groupe Ambert|36024,00|0,00|||20260708||
BQ|Banque|BQ00146|20260708|411000|Clients|C002|Groupe Ambert|FA-2026-05C002|20260708|Règlement Groupe Ambert|0,00|36024,00|LVT00145|20260708|20260708||
BQ|Banque|BQ00197|20260708|401000|Fournisseurs|F002|Bois du Forez|FF-2026-06F002|20260708|Règlement Bois du Forez|19296,00|0,00|LAC00196|20260708|20260708||
BQ|Banque|BQ00197|20260708|512000|Banque|||FF-2026-06F002|20260708|Règlement Bois du Forez|0,00|19296,00|||20260708||
ACH|Achats|AC00231|20260708|601000|Achats de matières premières|||FF-2026-07F002|20260708|Facture Bois du Forez|13920,00|0,00|||20260708||
ACH|Achats|AC00231|20260708|445660|TVA déductible|||FF-2026-07F002|20260708|Facture Bois du Forez|2784,00|0,00|||20260708||
ACH|Achats|AC00231|20260708|401000|Fournisseurs|F002|Bois du Forez|FF-2026-07F002|20260708|Facture Bois du Forez|0,00|16704,00|LAC00231|20260807|20260708||
VTE|Ventes|VT00217|20260710|411000|Clients|C003|Menuiseries Lafon|FA-2026-07C003|20260710|Facture Menuiseries Lafon|23688,00|0,00|LVT00217|20260824|20260710||
VTE|Ventes|VT00217|20260710|706000|Prestations de services|||FA-2026-07C003|20260710|Facture Menuiseries Lafon|0,00|19740,00|||20260710||
VTE|Ventes|VT00217|20260710|445710|TVA collectée|||FA-2026-07C003|20260710|Facture Menuiseries Lafon|0,00|3948,00|||20260710||
BQ|Banque|BQ00164|20260711|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-05F003|20260711|Règlement Quincaillerie Pons|14040,00|0,00|LAC00163|20260711|20260711||
BQ|Banque|BQ00164|20260711|512000|Banque|||FF-2026-05F003|20260711|Règlement Quincaillerie Pons|0,00|14040,00|||20260711||
ACH|Achats|AC00233|20260712|601000|Achats de matières premières|||FF-2026-07F003|20260712|Facture Quincaillerie Pons|10440,00|0,00|||20260712||
ACH|Achats|AC00233|20260712|445660|TVA déductible|||FF-2026-07F003|20260712|Facture Quincaillerie Pons|2088,00|0,00|||20260712||
ACH|Achats|AC00233|20260712|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-07F003|20260712|Facture Quincaillerie Pons|0,00|12528,00|LAC00233|20260910|20260712||
BQ|Banque|BQ00154|20260713|512000|Banque|||FA-2026-05C006|20260713|Règlement Charpentes Ozanne|15168,00|0,00|||20260713||
BQ|Banque|BQ00154|20260713|411000|Clients|C006|Charpentes Ozanne|FA-2026-05C006|20260713|Règlement Charpentes Ozanne|0,00|15168,00|LVT00153|20260713|20260713||
BQ|Banque|BQ00185|20260713|512000|Banque|||FA-2026-06C004|20260713|Règlement Atelier Rivaud|21516,00|0,00|||20260713||
BQ|Banque|BQ00185|20260713|411000|Clients|C004|Atelier Rivaud|FA-2026-06C004|20260713|Règlement Atelier Rivaud|0,00|21516,00|LVT00184|20260713|20260713||
VTE|Ventes|VT00219|20260713|411000|Clients|C004|Atelier Rivaud|FA-2026-07C004|20260713|Facture Atelier Rivaud|18612,00|0,00|LVT00219|20260812|20260713||
VTE|Ventes|VT00219|20260713|706000|Prestations de services|||FA-2026-07C004|20260713|Facture Atelier Rivaud|0,00|15510,00|||20260713||
VTE|Ventes|VT00219|20260713|445710|TVA collectée|||FA-2026-07C004|20260713|Facture Atelier Rivaud|0,00|3102,00|||20260713||
BQ|Banque|BQ00242|20260715|635000|Impôts et taxes||||20260715|Taxes assises sur les salaires|900,00|0,00|||20260715||
BQ|Banque|BQ00242|20260715|512000|Banque||||20260715|Taxes assises sur les salaires|0,00|900,00|||20260715||
VTE|Ventes|VT00221|20260716|411000|Clients|C005|Solutions Bertholet|FA-2026-07C005|20260716|Facture Solutions Bertholet|15228,00|0,00|LVT00221|20260825|20260716||
VTE|Ventes|VT00221|20260716|706000|Prestations de services|||FA-2026-07C005|20260716|Facture Solutions Bertholet|0,00|12690,00|||20260716||
VTE|Ventes|VT00221|20260716|445710|TVA collectée|||FA-2026-07C005|20260716|Facture Solutions Bertholet|0,00|2538,00|||20260716||
BQ|Banque|BQ00201|20260717|401000|Fournisseurs|F004|Transports Vialle|FF-2026-06F004|20260717|Règlement Transports Vialle|10452,00|0,00|LAC00200|20260717|20260717||
BQ|Banque|BQ00201|20260717|512000|Banque|||FF-2026-06F004|20260717|Règlement Transports Vialle|0,00|10452,00|||20260717||
ACH|Achats|AC00235|20260717|601000|Achats de matières premières|||FF-2026-07F004|20260717|Facture Transports Vialle|7540,00|0,00|||20260717||
